Product name,Price,,Thương hiệu,Bảo hành,CPU,NPU,Chip đồ họa,Màn hình,Webcam,Ram,Lưu trữ,Cổng kết nối,Âm thanh,Kết nối không dây,Bàn phím,Hệ điều hành,Kích thước,Pin,Khối lượng,Chất liệu,Bảo mật,Đèn LED trên máy,Trong hộp có gì,Series laptop,Tên,Part-number,Màu sắc,Nhu cầu,Mô tả bảo hành,Dung lượng RAM,Dung lượng SSD,Cổng HDMI,Công suất pin,"Kích thước, khối lượng",Công nghệ âm thanh,Đèn laptop,Phụ kiện đi kèm,Tính năng đặc biệt
Laptop ASUS ROG Zephyrus G16 GA605WI 2024 (Ryzen AI 9 HX 370/RAM 32GB/GeForce RTX 4070/1TB SSD/ Windows 11 + Office),77.990.000₫,,ASUS,24 tháng,"AMD Ryzen™ AI 9 HX 370 ( 5.1 GHz / 24MB / 12 nhân, 24 luồng ), AMD AI",AMD XDNA™ lên đến 50TOPs,"GeForce RTX™ 4070 8GB GDDR6 AMD Radeon 890M ( 1655MHz , 105W , 321 AI TOPs )","16"" ( 2560 x 1600 ) WQXGA 16:10 , OLED , 240Hz , không cảm ứng , 100% sRGB , Màn hình gương , G-Sync",FHD webcam,2 x 16GB Onbard LPDDR5 ( 1 Khe cắm,1TB SSD M.2 NVMe ( 2 x M.2 NVMe ),"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI",Dolby Atmos,"WiFi 7 BE , Bluetooth 5.4","Bàn phím Chiclet với phím Copilot , không phím số , RGB",Windows 11 Home SL + Office Home & Student 2021,35.4 x 24.6 x 1.49 ~ 1.64 cm,"4 cell 90 Wh , Pin liền",1.85 kg,Kim loại,"Khuôn mặt - Bảo mật mật khẩu BIOS, TPM, Pluton, Secured-core PC (Level 3)",không đèn,,ROG,ROG Zephyrus G16 GA605WI-QR090WS,90NR0J91-M008C0,Xám,Gaming,,,,,,,,,,
Laptop gaming HP Omen 16-xf0070AX - 8W945PA (Ryzen 9 7940HS/RAM 32GB/GeForce RTX 4070/1TB SSD/ Windows 11),59.590.000₫,,HP,12 tháng,"AMD Ryzen™ 9 7940HS ( 4.0 GHz - 5.2 GHz / 16MB / 8 nhân, 16 luồng ), AMD AI",AMD Ryzen™AI up to 10 TOPs,GeForce RTX™ 4070 8GB GDDR6 AMD Radeon™ Graphics,"16.1"" ( 2560 x 1440 ) Quad HD (2K) IPS , 240Hz , 300 nits , 100% sRGB , Màn hình chống lóa",FHD webcam,2 x 16GB DDR5 5600MHz,1TB SSD M.2 NVMe ( 1 x M.2 NVMe ),"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",HP Audio Boost,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , RGB 4 vùng",Windows 11 Home SL,36.9 x 25.94 x 2.35 cm,"6 cell 83 Wh , Pin liền",2.4 kg,,,,,OMEN,Omen 16-xf0070AX - 8W945PA,8W945PA,Đen,Gaming,,,,,,,,,,
Laptop AI Lenovo LOQ 15APH8 - 82XT00AKVN (Ryzen 7 7840HS/RAM 16GB/GeForce RTX 4050/512GB SSD/Windows 11),26.490.000₫,,Lenovo,24 tháng,"AMD Ryzen™ 7 7840HS ( 3.8 GHz - 5.1 GHz / 16MB / 8 nhân, 16 luồng ), AMD AI",AMD Ryzen™AI up to 10 TOPs,"GeForce RTX™ 4050 6GB GDDR6 AMD Radeon 760M ( 2370MHz , 95W , 194 AI TOPs )","15.6"" ( 1920 x 1080 ) Full HD IPS , 144Hz , không cảm ứng , 350 nits , 45% NTSC , FreeSync",FHD webcam,2 x 8GB DDR5 5600MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),512GB SSD M.2 NVMe ( 2 x M.2 NVMe ),"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x USB 2.0
Audio combo
1 x HDMI
LAN 1 Gb/s",Nahimic Gaming Audio,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím thường , có phím số , RGB",Windows 11 Home,35.96 x 26.48 x 2.21-2.52 cm,4 cell Pin liền,2.4 kg,Vỏ nhựa,,không đèn,Adapter,LOQ,LOQ 15APH8 - 82XT00AKVN,82XT00AKVN,Xám,Gaming,Bảo hành Pin 12 tháng,,,,,,,,,
Laptop Lenovo Legion Slim 5 16AHP9 - 83DH003AVN (Ryzen 7 8845HS/ RAM 16GB/ GeForce RTX™ 4060/ 512GB SSD/ Windows 11),38.590.000₫,,Lenovo,24 tháng,"AMD Ryzen™ 7 8845HS ( 3.8 GHz - 5.1 GHz / 16MB / 8 nhân, 16 luồng ), AMD AI",AMD XDNA™ 16 TOPS,"GeForce RTX™ 4060 8GB GDDR6 AMD Radeon 780M ( 2370MHz , 140W , 233 AI TOPS )","16"" ( 2560 x 1600 ) WQXGA IPS , 165Hz , không cảm ứng , 350 nits , 100% sRGB , Màn hình chống lóa , FreeSync Premium",FHD webcam,1 x 16GB DDR5 5600MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),512GB SSD M.2 NVMe ( 2 x M.2 NVMe ),"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",Nahimic Audio,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím Chiclet với phím Copilot , có phím số , RGB","Windows 11 Home SL, English",359.7 x 260.5 x 19.9-21.9mm,"80 Wh , Pin liền",2.3 kg,Vỏ nhôm,,không đèn,,Legion,Legion Slim 5 16AHP9 - 83DH003AVN,83DH003AVN,Xám,Gaming,,,,,,,,,,
Laptop ACER Swift Go SFG14-72-55HZ (Ultra 5-125H/ RAM 16GB/ Onboard/ 512GB SSD/ Windows 11 + Office),21.990.000₫,,ACER,12 tháng,"Intel® Core™ Ultra 5-125H ( 3.6 GHz - 4.5 GHz / 18MB / 14 nhân, 18 luồng ), Intel AI",Intel® AI Boost NPU,Onboard Intel® Arc™ Graphics,"14"" ( 2240 x 1400 ) IPS , không cảm ứng , 300 nits , 100% sRGB",QHD webcam,16GB Onboard LPDDR5x 6400MHz ( 1 Khe cắm / Không nâng cấp được ),512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"2 x USB 3.2
2 x Thunderbolt 4
1 x micro SD card slot
Audio combo
1 x HDMI",Acer TrueHarmony Technology,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",Windows 11 Home SL + Office Home & Student 2021,312.9 x 217.91 x 14.9 mm,"3 cell 65 Wh , Pin liền",1.3 kg,Vỏ nhôm,Vân tay,không đèn,Cáp + Sạc,Swift Go,Swift Go SFG14-72-55HZ,NX.KRKSV.002,Bạc,Văn phòng,,,,,,,,,,
Laptop MSI Sword 16 HX B14VEKG-039VN (i7-14700HX/ RAM 16GB/ GeForce RTX™ 4050/ 1TB SSD/ Windows 11),31.990.000₫,,MSI,24 tháng,"Intel® Core™ i7-14700HX ( 2.1 GHz - 5.5 GHz / 33MB / 20 nhân, 28 luồng ), Non-EVO",,"GeForce RTX™ 4050 6GB GDDR6 Intel® UHD Graphics 770 ( 2370 MHz , 115W , 194 AI TOPs )","16"" ( 1920 x 1080 ) Full HD IPS , 144Hz , không cảm ứng , 100% DCI-P3",HD webcam,1 x 16GB DDR5 5600MHz ( 2 Khe cắm / Hỗ trợ tối đa 96GB ),1TB SSD M.2 NVMe ( 2 x M.2 NVMe ),"1 x USB Type C / DisplayPort
3 x USB 3.2
2 x 3.5 mm
1 x HDMI
LAN 1 Gb/s",Hi-Res Audio,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím Chiclet với phím Copilot , không phím số , RGB",Windows 11 Home,359 x 266.4 x 21.8-~27.7 mm,"4 cell 65 Wh , Pin liền",2.3 kg,,,,Adapter,Sword,Sword 16 HX B14VEKG-039VN,039VN,Xám,Gaming,,,,,,,,,,
Laptop Dell Gaming G15 5530 (G15-5530-i7H161W11GR4060) (i7-13650HX) (Xám đen),41.090.000₫,,Dell,12 tháng,"Intel® Core™ i7-13650HX ( 2.6 GHz - 4.9 GHz / 24MB / 14 nhân, 20 luồng ), Non-EVO",,GeForce RTX™ 4060 8GB GDDR6 Intel® UHD Graphics 710,"15.6"" ( 1920 x 1080 ) Full HD 165Hz , không cảm ứng , 100% sRGB , ComfortView Plus",HD webcam,2 x 8GB DDR5 4800MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),1TB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB Type C / DisplayPort
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , có phím số , RGB 4 vùng",Windows 11 Home SL + Office Home & Student 2021,21.28 - 26.15 x 357.26 x 274.52 mm,"3 cell 56 Wh , Pin liền",2.6 kg,,,,"Adapter, dây nguồn, HDSD,…",Gaming G15,Gaming G15 5530 (G15-5530-i7H161W11GR4060),G15-5530-i7H161W11GR4060,Xám,Gaming,,,,,,,,,,
Laptop gaming Lenovo Legion 9 16IRX9 - 83G0001AVN (i9-14900HX/RAM 64GB/GeForce RTX 4090/2TB SSD/ Windows 11),141.990.000₫,,Lenovo,24 tháng,"Intel® Core™ i9-14900HX ( 2.2 GHz - 5.8 GHz / 36MB / 24 nhân, 32 luồng ), Non-EVO",,"GeForce RTX™ 4090 16GB GDDR6 Intel® UHD Graphics 770 ( 2040MHz , 175W , 686 AI TOPs )","16"" ( 3200 x 2000 ) 3.2K 165Hz , không cảm ứng , 1200 nits , 100% DCI-P3 , Màn hình chống lóa , G-Sync",FHD webcam,2 x 32GB DDR5 5600MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),2 x 1TB SSD M.2 NVMe ( 2 x M.2 NVMe ),"1 x USB Type C
2 x USB 3.2
2 x Thunderbolt 4
1 x SD card slot
Audio combo
1 x HDMI
LAN 2500 Mbps",Nahimic Audio,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím Chiclet với phím Copilot , có phím số , RGB","Windows 11 Home SL, English",357.7 x 277.7 x 18.9-22.7 mm,"99 Wh , Pin liền",2.6 kg,Vỏ nhôm,Vân tay,RGB,,Legion,Legion 9 16IRX9 - 83G0001AVN,83G0001AVN,Đen,Gaming,,,,,,,,,,
Laptop ASUS Gaming ROG G614JU-N3135W (i5-13450HX/ RAM 8GB/ GeForce RTX™ 4050/ 512GB SSD/ Windows 11),31.990.000₫,,ASUS,24 tháng,"Intel® Core™ i5-13450HX ( 2.4 GHz - 4.6GHz / 20MB / 10 nhân, 16 luồng ), Non-EVO",,GeForce RTX™ 4050 6GB GDDR6 Intel® UHD Graphics 710,"16"" ( 1920 x 1200 ) WUXGA IPS , 165Hz , không cảm ứng , 100% sRGB , Màn hình chống lóa , G-Sync",HD webcam,1 x 8GB DDR5 4800MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),512GB SSD M.2 NVMe ( 2 x M.2 NVMe ),"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s",Dolby Atmos,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím Chiclet , không phím số , RGB",Windows 11 Home,35.4 x 26.4 x 2.26 ~ 3.04 cm,"4 cell 90 Wh , Pin liền",2.5 kg,,,RGB,,ROG,Gaming ROG G614JU-N3135W,90NR0CC1-M00660,Xám,"Gaming, Văn phòng",Bảo hành Pin 12 tháng,,,,,,,,,
MacBook Air M2 2023 15 inch (8GB/256GB),27.390.000₫,,APPLE,12 tháng,Apple M2 ( 8-Core CPU / 10-Core GPU ),,,"15.3"" ( 2880 x 1864 ) | Liquid Retina
FHD webcam",,,,"2 x Thunderbolt 3 , 1 x 3.5 mm , Không",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",,macOS,,,,,,,,MacBook Air,"Macbook Air 15.3"" MQKP3SA/A",,Space Grey,"Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Doanh nhân",,8GB,256GB SSD,,53 Wh,1.5 kg | 340.4 x 237.6 x 11.5 mm,,,,
MacBook Air M2 2023 15 inch (8GB/512GB),29.890.000₫,,APPLE,12 tháng,Apple M2 ( 8-Core CPU / 10-Core GPU ),,,"15.3"" ( 2880 x 1864 ) | Liquid Retina
FHD webcam",,,,"2 x Thunderbolt 4 , 1 x 3.5 mm , 1 x SDXC Card Slot",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",,macOS,,,,,,,,MacBook Air,"MacBook Air 15.3"" Z18U0002B",,Midnight (Z18U0002B),"Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Doanh nhân",,8GB,512GB SSD,1 x HDMI,53 Wh,1.5 kg | 1.15 x 34.04 x 23.76 cm,,,,
MacBook Air M2 2023 15 inch (16GB/512GB),38.990.000₫,,APPLE,12 tháng,Apple M2 ( 8-Core CPU / 10-Core GPU ),,,"15.3"" ( 2880 x 1864 ) | Liquid Retina
FHD webcam",,,,"2 x Thunderbolt 4 , 1 x 3.5 mm , Không",,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3",,macOS,,,,,,,,MacBook Air,"MacBook Air 15.3"" Z18U0019H",,Midnight,"Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Doanh nhân",,16GB,512GB SSD,,70 Wh,1.5 kg | 1.15 x 34.04 x 23.76 cm,,,,
MacBook Air M2 2023 15 inch (16GB/256GB),33.990.000₫,,APPLE,12 tháng,Apple M2 ( 8-Core CPU / 10-Core GPU ),,,"15.3"" ( 2880 x 1864 ) | Liquid Retina
FHD webcam",,,,"2 x Thunderbolt 4 , 1 x 3.5 mm , 1 x SDXC Card Slot",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",,macOS,,,,,,,,MacBook Air,"MacBook Air 15.3"" Z18R000YY",,Starlight,"Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Doanh nhân",,16GB,256GB SSD,,53 Wh,1.5 kg | 1.15 x 34.04 x 23.76 cm,,,,
Laptop ASUS Vivobook S 15 (S5507) | Snapdragon X Elite; AI Copilot+ PC,32.990.000₫,,ASUS,24 tháng,"Snapdragon X1E 78 100 ( 3.4 GHz / 42MB / 12 nhân, 12 luồng ), Snapdragon",Qualcomm AI Engine up to 75 total TOPs,Onboard Qualcomm Adreno GPU,"15.6"" ( 2880 x 1620 ) 3K 16:9 , OLED , 120Hz , không cảm ứng , 600nits , 100% DCI-P3 , Màn hình gương",FHD webcam,32GB Onboard LPDDR5x,1TB SSD M.2 NVMe ( 1 x M.2 NVMe ),"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x micro SD card slot
Audio combo
1 x HDMI",Smart Amp Technology,"Wi-Fi 7 , Bluetooth 5.4","Bàn phím Chiclet với phím Copilot , có phím số , LED",Windows 11 Home SL + Office Home & Student 2021,35.26 x 22.69 x 1.47 ~ 1.59 cm,"3 cell 70 Wh , Pin liền",1.4 kg,,"Khuôn mặt - Webcam hồng ngoại, Windows Hello, Khởi động BIOS Bảo vệ mật khẩu, Mật khẩu người dùng thiết lập BIOS, Bộ xử lý bảo mật Microsoft Pluton, Mô-đun nền tảng đáng tin cậy (TPM)",không đèn,,VivoBook,Vivobook S 15 Oled S5507QA-MA089WS,90NB14Q2-M008R0,Bạc,Văn phòng,,,,,,,,,,
Laptop Lenovo LOQ 15ARP9 - 83JC007HVN (Ryzen 5 7235HS/ RAM 12GB/ GeForce RTX™ 3050/ 512GB SSD/ Windows 11),20.990.000₫,,Lenovo,24 tháng,"AMD Ryzen™ 5 7235HS ( 3.3 GHz - 4.5GHz / 16MB / 6 nhân, 12 luồng ), AMD",,"GeForce RTX™ 3050 6GB GDDR6 AMD Radeon 660M ( 1732MHz , 95W","15.6"" ( 1920 x 1080 ) Full HD IPS , 144Hz , không cảm ứng , 300 nits , 100% sRGB , Màn hình chống lóa , G-Sync",HD webcam,1 x 12GB DDR5 4800MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),512GB SSD M.2 NVMe ( 2 x M.2 NVMe ),"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",Nahimic Audio,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Có phím Copilot , có phím số , LED","Windows 11 Home SL, English",359.86 x 258.7 x 21.9-23.9 mm,"60 Wh , Pin liền",2.4 kg,Vỏ nhựa,"- TPM 2.0, E-shutter",không đèn,,LOQ,LOQ 15ARP9 - 83JC007HVN,83JC007HVN,Xám,Gaming,,,,,,,,,,
Laptop Dell Inspiron 14 5440 - NDY5V1 (i5-1334U/ RAM 16GB/ Onboard/ 512GB SSD/ Windows 11 + Office),19.990.000₫,,Dell,12 tháng,"Intel® Core™ i5-1334U ( 1.3 GHz - 4.6 GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",,Onboard Intel® Iris® Xe Graphics,"14"" ( 1920 x 1200 ) WUXGA WVA , không cảm ứng , 250 nits , 45% NTSC , Màn hình chống lóa , ComfyView",HD webcam,2 x 8GB DDR5 4400MHz,512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB Type C
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI",Dolby Atmos,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",Windows 11 Home SL + Office Home & Student 2021,31.40 x 22.62 x 1.99 cm,"3 cell 41 Wh , Pin liền",1.5 kg,,Vân tay,,,Inspiron,Inspiron 14 5440 - NDY5V1,NDY5V1,Xanh,Văn phòng,,,,,,,,,,
Laptop Dell Inspiron 14 5440 - 7FN5J (Core 7 150U/ RAM 16GB/ Onboard/ 1TB SSD/ Windows 11 + Office),26.590.000₫,,Dell,12 tháng,"Intel® Core™ 7 150U ( 1.8 GHz - 5.4 GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",,Onboard Intel® Iris® Xe Graphics,"14"" ( 1920 x 1200 ) WUXGA WVA , không cảm ứng , 250 nits , 45% NTSC , Màn hình chống lóa , ComfyView",HD webcam,2 x 8GB DDR5 5200MHz,1TB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB Type C / Power Delivery
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI",Dolby Atmos,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",Windows 11 Home SL + Office Home & Student 2021,31.40 x 22.62 x 1.99 cm,"4 cell 54 Wh , Pin liền",1.6 kg,,Vân tay,,,Inspiron,Inspiron 14 5440 - 7FN5J,7FN5J,Xanh,Văn phòng,,,,,,,,,,
Laptop Dell Inspiron 15 3530 (N3530-i3U085W11SLU) (i3-1305U) (Bạc),12.790.000₫,,Dell,12 tháng,"Intel® Core™ i3-1305U ( 1.6 GHz - 4.5 GHz / 10MB / 5 nhân, 6 luồng ), Non-EVO",,Onboard Intel® UHD Graphics,"15.6"" ( 1920 x 1080 ) Full HD 120Hz , không cảm ứng , 250 nits , Màn hình chống lóa",HD webcam,1 x 8GB DDR4 2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"2 x USB 3.2
1 x USB 2.0
1 x SD card slot
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , có phím số , không đèn",Windows 11 Home SL + Office Home & Student 2021,16.96 - 18.99 x 358.50 x 235.56 mm,"3 cell 41 Wh , Pin liền",1.6 kg,,,,"Adapter, dây nguồn, HDSD,…",Inspiron,Inspiron 15 3530 (N3530-i3U085W11SLU),N3530-i3U085W11SLU,Bạc,Văn phòng,,,,,,,,,,
Laptop Dell Inspiron 3520 - N5I5052W1 (i5 -1235U) (Bạc),16.490.000₫,,Dell,12 tháng,"Intel® Core™ i5-1235U ( 1.3 GHz - 4.4 GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",,Onboard Intel® Iris® Xe Graphics,"15.6"" ( 1920 x 1080 ) Full HD WVA , 120Hz , không cảm ứng , 250 nits , Màn hình chống lóa",HD webcam,2 x 8GB DDR4 2666MHz ( 2 Khe cắm,"512GB SSD M.2 NVMe ( 1 x 2.5"" SATA /( 1 x M.2 NVMe )","2 x USB 3.2
1 x USB 2.0
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ac , Bluetooth 5.0","Bàn phím thường , không phím số , không đèn",Windows 11 Home SL + Office Home & Student 2021,35.850 x 23.556 x 1.696 Cm,"3 cell 41 Wh , Pin liền",1.7 kg,,Không,,,Inspiron,Inspiron 3520 - N5I5052W1,N5I5052W1,Bạc,Văn phòng,,,,,,,,,,
Laptop Gaming ACER Nitro V ANV15-51-58AN (i5-13420H/RAM 8GB/GeForce RTX 2050/512GB SSD/ Windows 11),18.490.000₫,,ACER,12 tháng,"Intel® Core™ i5-13420H ( 2.1 GHz - 4.6 GHz / 12MB / 8 nhân, 12 luồng ),",,GeForce RTX™ 2050 4GB GDDR6 Intel® UHD Graphics,"15.6"" ( 1920 x 1080 ) Full HD 144Hz , không cảm ứng , Acer ComfyView",HD webcam,1 x 8GB DDR5 5200MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),512GB SSD M.2 NVMe ( 2 x M.2 NVMe ),"3 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím thường , có phím số , LED",Windows 11 Home,362.3 x 239.89 x 22.9/26.9 mm,"4 cell 57 Wh , Pin liền",2.1 kg,Vỏ nhựa,,không đèn,"Adapter, dây nguồn, HDSD,…",Nitro V,Gaming Nitro V ANV15-51-58AN,NH.QNASV.001,Đen,Gaming,,,,,,,,,,
Laptop Dell Inspiron 15 3530 - P16WD (i7-1355U),21.890.000₫,,Dell,12 tháng,"Intel® Core™ i7-1355U ( 1.7 GHz - 5.0GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",,Onboard Intel® Iris® Xe Graphics,"15.6"" ( 1920 x 1080 ) Full HD WVA , 120Hz , không cảm ứng , 250 nits , Màn hình chống lóa",HD webcam,2 x 8GB DDR4 2666MHz,1TB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB Type C
1 x USB 3.2
1 x USB 2.0
1 x SD card slot
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , không đèn",Windows 11 Home SL + Office Home & Student 2021,35.850 x 23.556 x (1.696 ~ 1.899) mm,"4 cell 54 Wh , Pin liền",1.7 kg,,,không đèn,,Inspiron,Inspiron 15 3530 - P16WD,P16WD,Bạc,Văn phòng,,,,,,,,,,
Laptop gaming ASUS TUF Gaming F15 FX507VU-LP197W (i7-13620H/RAM 32GB/GeForce RTX 4050/512GB SSD/ Windows 11),29.990.000₫,,ASUS,24 tháng,"Intel® Core™ i7-13620H ( 2.4 GHz - 4.9GHz / 24MB / 10 nhân, 16 luồng ), Non-EVO",,GeForce RTX™ 4050 6GB GDDR6 Intel® UHD Graphics 770,"15.6"" ( 1920 x 1080 ) Full HD 16:9 , IPS , 144Hz , không cảm ứng , 100% sRGB , Màn hình chống lóa , G-Sync",HD webcam,2 x 16GB DDR5 4800MHz ( 2 Khe cắm,512GB SSD M.2 NVMe ( 2 x M.2 NVMe ),"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s",Dolby Atmos,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím Chiclet , có phím số , RGB",Windows 11 Home,35.4 x 25.1 x 2.24 ~ 2.49 cm,"4 cell 90 Wh , Pin liền",2.2 kg,,,không đèn,,TUF Gaming,TUF Gaming F15 FX507VU-LP197W,90NR0CJ8-M00CE0,Xám,Gaming,,,,,,,,,,
Laptop gaming MSI Thin GF63 12VE - 454VN (i5-12450H/RAM 16GB/GeForce RTX 4050/512GB SSD/ Windows 11),19.990.000₫,,MSI,12 tháng,"Intel® Core™ i5-12450H ( 2.0 GHz - 4.4GHz / 12MB / 8 nhân, 12 luồng ), Non-EVO",,"GeForce RTX™ 4050 6GB GDDR6 Intel® Iris® Xe Graphics ( 1605MHz , 45W , 194 AI TOPs )","15.6"" ( 1920 x 1080 ) Full HD IPS , 144Hz , không cảm ứng , Màn hình chống lóa",HD webcam,1 x 16GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),"512GB SSD M.2 NVMe ( 1 x 2.5"" SATA /( 1 x M.2 NVMe )","1 x USB Type C / DisplayPort
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",Hi-Res Audio,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , có phím số , LED",Windows 11 Home,359 x 254 x 21.7 mm,3 cell Pin liền,1.9 kg,,Không,không đèn,"Adapter, dây nguồn",GF Series,Thin GF63 12VE - 454VN,454VN,Đen,Gaming,,,,,,,,,,
Laptop HP ProBook 440 G10 - 9H8U6PT (i5-1335U) (Bạc),21.890.000₫,,HP,12 tháng,"Intel® Core™ i5-1335U ( 1.3 GHz - 4.6 GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",,Onboard Intel® UHD Graphics,"14"" ( 1920 x 1080 ) Full HD IPS",HD webcam,1 x 16GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",Windows 11 Home,32.19 x 21.39 x 1.99 cm,"3 cell 51 Wh , Pin liền",1.4 kg,,Vân tay,,"Adapter, dây nguồn",ProBook,ProBook 440 G10 - 9H8U6PT,9H8U6PT,Bạc,Văn phòng,,,,,,,,,,
Laptop Dell Vostro 3520 - 71030559 (i5-1235U) (Xám),16.490.000₫,,Dell,12 tháng,"Intel® Core™ i5-1235U ( 1.3 GHz - 4.4 GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",,Onboard Intel® Iris® Xe Graphics,"15.6"" ( 1920 x 1080 ) Full HD WVA , 120Hz , 250 nits , 45% NTSC",HD webcam,2 x 8GB DDR4 2666MHz ( 2 Khe cắm,512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB Type C / DisplayPort
3 x USB 3.2
1 x USB 2.0
Audio combo
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ac , Bluetooth 5.0","Bàn phím thường , có phím số",Windows 11 Home SL + Office Home & Student 2021,358.50 x 235.56 x 18.99 mm,3 cell Pin liền,1.9 kg,,,,"Adapter, dây nguồn",Vostro,Vostro 3520 - 71030559,71030559,Xám,Văn phòng,,,,,,,,,,
